observation,tempC_7to8,tempC_1to2,tempC_6to7,humidity_7to8,humidity_1to2,humidity_6to7,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,precipMM_7to8,precipMM_1to2,precipMM_6to7,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7
2020-05-17,27,36,34,45,19,29,16,27,25,1007,1005,1004,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-05-18,26,35,34,61,24,30,19,17,21,1007,1004,1003,0.0,0.0,0.0,Patchy rain possible,Partly cloudy,Partly cloudy
2020-05-19,25,34,34,69,30,33,16,20,23,1006,1004,1003,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-05-20,25,35,35,64,25,37,17,22,25,1005,1004,1003,0.0,0.0,0.0,Sunny,Partly cloudy,Clear
2020-05-21,26,36,34,63,22,39,18,24,27,1007,1006,1004,0.0,0.0,0.0,Sunny,Partly cloudy,Clear
2020-05-22,25,36,35,68,22,35,19,24,24,1007,1006,1005,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy
2020-05-23,27,38,37,53,15,18,19,25,25,1008,1006,1004,0.0,0.0,0.0,Sunny,Partly cloudy,Clear
2020-05-24,29,39,37,52,16,20,19,23,27,1007,1006,1004,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy
2020-05-25,27,38,37,59,18,23,17,23,26,1008,1007,1005,0.0,0.0,0.0,Sunny,Partly cloudy,Clear
2020-05-26,28,36,36,54,18,35,17,30,26,1008,1007,1006,0.0,0.0,0.0,Partly cloudy,Sunny,Clear
2020-05-27,25,35,34,73,25,39,21,30,28,1008,1006,1005,0.0,0.0,0.0,Partly cloudy,Sunny,Clear
2020-05-28,25,34,34,72,27,37,23,33,29,1008,1006,1005,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-05-29,25,35,33,74,30,47,23,30,28,1007,1006,1005,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy
2020-05-30,25,35,34,74,34,48,21,26,25,1008,1007,1005,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear
2020-05-31,26,34,34,74,37,42,20,18,26,1010,1008,1006,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Patchy rain possible
2020-06-01,26,27,28,64,56,54,4,8,9,1009,1009,1007,0.0,0.0,0.0,Patchy rain possible,Partly cloudy,Cloudy
2020-06-02,22,23,22,78,71,85,12,20,19,1008,1007,1006,0.4,0.6,3.1,Moderate rain at times,Patchy light rain,Heavy rain
2020-06-04,22,28,27,79,56,67,19,21,20,1005,1005,1004,0.1,0.2,1.6,Patchy rain possible,Patchy rain possible,Patchy rain possible
2020-06-05,23,28,27,82,63,73,20,26,26,1007,1007,1005,0.1,0.8,4.9,Patchy rain possible,Torrential rain shower,Moderate or heavy rain shower
2020-06-06,23,28,27,81,62,69,18,24,23,1007,1006,1005,0.0,0.1,0.9,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-06-07,23,28,27,82,63,70,19,24,26,1006,1006,1005,0.0,0.0,0.0,Partly cloudy,Patchy rain possible,Partly cloudy
2020-06-08,23,28,28,83,62,67,21,24,24,1007,1006,1005,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-06-09,24,29,28,81,60,66,17,22,23,1007,1006,1005,0.0,0.0,0.4,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-06-10,24,29,28,80,59,66,18,23,24,1006,1005,1004,0.0,0.0,0.1,Partly cloudy,Cloudy,Partly cloudy
2020-06-11,24,29,28,79,61,69,19,23,25,1004,1003,1001,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-06-12,24,29,28,79,60,69,22,22,24,1001,1001,999,0.1,0.0,0.0,Partly cloudy,Partly cloudy,Patchy rain possible
2020-06-13,24,29,29,83,63,68,15,18,21,1001,1001,1000,0.0,0.0,0.1,Partly cloudy,Partly cloudy,Patchy rain possible
2020-06-14,24,27,27,89,76,81,11,13,17,1003,1002,1002,0.7,0.0,2.6,Cloudy,Patchy rain possible,Moderate or heavy rain shower
2020-06-15,24,27,26,87,74,83,14,20,25,1003,1003,1002,0.1,0.2,0.0,Light rain shower,Overcast,Cloudy
2020-06-16,24,28,26,84,70,78,11,20,26,1002,1002,1002,0.0,0.2,1.3,Cloudy,Patchy rain possible,Patchy rain possible
2020-06-17,24,27,27,83,68,76,4,5,4,1001,1001,1001,0.0,0.4,1.9,Partly cloudy,Moderate or heavy rain shower,Patchy rain possible
2020-06-18,23,24,24,83,80,84,24,28,28,1003,1004,1004,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Overcast
2020-06-19,23,28,27,87,68,77,22,26,26,1006,1005,1004,0.0,0.0,0.0,Patchy rain possible,Partly cloudy,Partly cloudy
2020-06-20,24,28,27,85,65,72,17,25,27,1006,1005,1005,0.0,0.0,0.3,Patchy rain possible,Patchy rain possible,Patchy rain possible
2020-06-21,24,28,27,82,63,70,18,25,28,1006,1004,1003,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-06-22,24,28,27,82,64,69,17,26,27,1004,1003,1002,0.0,0.0,0.4,Partly cloudy,Patchy rain possible,Partly cloudy
2020-06-23,23,29,28,81,60,67,19,24,24,1004,1004,1003,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-06-24,24,29,28,76,57,62,18,23,23,1005,1004,1003,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-06-25,24,30,29,81,57,68,14,17,21,1005,1004,1003,0.0,0.0,0.3,Partly cloudy,Partly cloudy,Moderate rain at times
2020-06-26,24,29,28,84,66,73,12,18,18,1005,1003,1002,0.0,0.0,0.6,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-06-27,24,28,27,86,70,76,13,20,22,1004,1004,1002,0.1,0.1,0.3,Light rain shower,Light rain shower,Partly cloudy
2020-06-28,24,28,26,87,75,78,15,17,17,1005,1004,1003,0.0,0.0,0.0,Partly cloudy,Patchy rain possible,Partly cloudy
2020-06-29,24,27,26,89,74,84,12,16,17,1004,1003,1002,0.6,0.6,4.6,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower
2020-06-30,24,29,28,87,67,73,8,4,8,1003,1002,1001,0.2,0.4,3.9,Cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower
2020-07-01,24,28,25,88,74,87,10,14,25,1003,1002,1002,0.0,0.6,6.4,Partly cloudy,Moderate or heavy rain shower,Torrential rain shower
2020-07-02,23,27,27,86,72,79,19,21,23,1003,1003,1002,0.0,0.0,0.6,Partly cloudy,Patchy rain possible,Partly cloudy
2020-07-03,23,28,27,86,71,81,17,20,22,1003,1002,1001,0.0,0.1,0.6,Partly cloudy,Light rain shower,Patchy rain possible
2020-07-04,24,27,25,88,76,92,12,12,11,1001,1000,999,0.0,0.3,5.9,Overcast,Moderate or heavy rain shower,Torrential rain shower
2020-07-05,22,23,23,93,96,94,21,24,26,1001,1000,1000,0.2,7.0,17.7,Light rain,Heavy rain,Moderate or heavy rain shower
2020-07-06,23,24,25,90,87,86,27,32,32,1001,1001,1000,0.1,0.2,0.8,Light rain shower,Light rain shower,Light rain shower
2020-07-08,23,27,26,87,73,82,22,27,26,1004,1004,1004,0.1,0.0,0.0,Patchy rain possible,Patchy rain possible,Patchy rain possible
2020-07-09,24,27,26,86,74,80,21,28,29,1004,1003,1003,0.0,0.0,0.1,Partly cloudy,Light rain shower,Patchy rain possible
2020-07-10,24,27,26,86,73,79,28,33,32,1003,1003,1002,0.0,0.1,0.1,Light rain shower,Patchy rain possible,Patchy rain possible
2020-07-11,23,27,26,87,73,80,24,28,30,1004,1003,1002,0.0,0.0,0.2,Patchy rain possible,Light rain shower,Patchy rain possible
2020-07-12,23,27,26,86,71,75,26,31,29,1004,1004,1003,0.0,0.0,0.0,Patchy rain possible,Patchy rain possible,Partly cloudy
2020-07-13,23,27,26,86,70,78,19,24,24,1004,1004,1003,0.0,0.0,0.1,Cloudy,Light rain shower,Partly cloudy
2020-07-14,23,28,26,85,68,77,20,26,24,1005,1003,1002,0.0,0.0,0.2,Cloudy,Light rain shower,Patchy rain possible
2020-07-15,22,23,23,92,93,92,13,13,12,1004,1003,1001,0.4,2.0,1.7,Light rain,Moderate rain,Patchy rain possible
2020-07-16,22,24,23,92,85,91,24,24,28,1000,1000,999,2.6,0.2,0.0,Light rain shower,Patchy rain possible,Patchy rain possible
2020-07-17,23,27,25,87,74,85,23,25,24,1000,1000,999,0.0,0.0,0.1,Cloudy,Light rain shower,Patchy rain possible
2020-07-18,23,27,26,86,71,82,18,22,23,1002,1002,1002,0.0,0.1,0.5,Cloudy,Light rain shower,Patchy rain possible
2020-07-19,23,27,26,86,73,80,19,24,23,1005,1004,1003,0.0,0.0,0.1,Cloudy,Light rain shower,Partly cloudy
2020-07-20,23,26,25,87,75,81,17,21,19,1005,1003,1002,0.0,0.1,0.6,Cloudy,Light rain shower,Partly cloudy
2020-07-21,24,27,26,86,72,81,15,19,20,1004,1004,1003,0.0,0.2,1.2,Cloudy,Moderate or heavy rain shower,Cloudy
2020-07-22,23,28,27,86,68,78,10,20,20,1007,1006,1005,0.0,0.0,0.3,Partly cloudy,Light rain shower,Patchy rain possible
2020-07-23,23,23,21,89,90,90,14,14,12,1005,1005,1005,0.0,1.1,5.7,Cloudy,Heavy rain,Light rain
2020-07-24,22,25,24,88,76,88,12,17,16,1007,1006,1006,0.2,0.2,1.9,Light rain shower,Light rain shower,Light rain shower
2020-07-25,22,25,24,91,81,90,10,12,12,1006,1006,1006,0.3,0.0,1.3,Cloudy,Light rain shower,Moderate or heavy rain shower
2020-07-26,22,27,26,89,68,79,6,13,19,1007,1006,1005,0.5,0.1,1.8,Patchy rain possible,Patchy rain possible,Moderate or heavy rain shower
2020-07-27,23,28,26,88,73,83,12,21,23,1008,1006,1005,0.0,0.0,0.5,Partly cloudy,Light rain shower,Patchy rain possible
2020-07-28,23,28,27,87,71,79,14,19,21,1006,1005,1004,0.0,0.0,0.4,Cloudy,Light rain shower,Partly cloudy
2020-07-29,23,23,24,90,88,92,12,13,15,1005,1004,1003,0.0,0.8,0.9,Patchy rain possible,Moderate or heavy rain shower,Cloudy
2020-07-30,23,27,25,89,73,83,11,19,18,1005,1004,1003,0.0,0.1,0.6,Partly cloudy,Light rain shower,Partly cloudy
2020-07-31,24,28,26,87,72,80,13,19,22,1005,1004,1003,0.0,0.1,0.8,Cloudy,Light rain shower,Partly cloudy
2020-08-01,24,28,26,89,72,82,12,16,21,1005,1003,1002,0.0,0.0,0.4,Cloudy,Light rain shower,Light rain shower
2020-08-02,23,27,26,89,75,83,14,17,21,1004,1003,1001,0.0,0.2,1.4,Cloudy,Moderate or heavy rain shower,Partly cloudy
2020-08-03,23,25,24,89,87,92,18,22,23,1002,1001,999,0.0,0.1,0.4,Cloudy,Light rain shower,Patchy rain possible
2020-08-04,23,23,23,94,94,97,15,13,17,999,998,997,1.6,1.7,14.7,Light rain shower,Heavy rain,Heavy rain
2020-08-05,22,23,24,96,93,93,22,22,22,996,996,996,10.2,1.0,0.4,Moderate rain,Patchy light drizzle,Light drizzle
2020-08-06,22,21,21,96,94,94,19,28,39,996,996,995,2.2,3.7,6.3,Moderate rain,Heavy rain,Moderate rain
2020-08-07,22,24,24,91,85,87,26,36,33,1000,1001,1001,0.0,0.1,0.4,Light rain shower,Light rain shower,Light rain shower
2020-08-08,23,26,25,89,78,85,24,30,30,1004,1004,1002,0.2,0.2,0.3,Light rain shower,Light rain shower,Patchy rain possible
2020-08-09,23,26,25,88,77,84,23,29,27,1004,1003,1002,0.1,0.1,0.3,Light rain shower,Light rain shower,Patchy rain possible
2020-08-11,22,24,24,89,83,88,24,30,27,1005,1005,1005,0.0,0.1,0.6,Patchy rain possible,Light rain shower,Light rain shower
2020-08-12,22,24,23,90,85,89,29,34,31,1006,1006,1006,0.1,0.1,0.4,Light rain shower,Light rain shower,Light rain shower
2020-08-13,22,22,22,92,90,92,31,30,29,1004,1004,1003,0.2,0.3,0.7,Light drizzle,Light rain,Light rain shower
2020-08-14,22,23,23,93,92,94,28,29,28,1003,1002,1001,0.2,0.2,0.8,Light rain shower,Light rain shower,Light rain
2020-08-15,22,22,23,95,95,94,24,26,27,1002,1002,1002,0.4,0.3,0.6,Light rain shower,Light rain shower,Light rain
2020-08-16,22,23,23,91,89,92,31,30,26,1003,1003,1003,0.1,0.3,1.4,Light rain shower,Light rain shower,Light rain
2020-08-17,23,24,23,93,89,95,25,27,23,1003,1002,1002,0.4,0.3,0.9,Light rain shower,Light rain shower,Light rain shower
2020-08-18,23,25,24,90,82,85,21,28,27,1004,1003,1003,0.0,0.0,0.2,Light rain shower,Light rain shower,Partly cloudy
2020-08-19,22,24,24,91,86,89,26,32,29,1003,1003,1002,0.1,0.1,0.4,Patchy rain possible,Light rain shower,Light rain shower
2020-08-20,23,23,23,92,92,93,19,19,19,1003,1003,1002,0.0,0.3,1.2,Patchy rain possible,Light rain,Light drizzle
2020-08-21,23,24,23,93,87,88,16,27,27,1004,1004,1003,0.0,0.0,0.1,Patchy rain possible,Light rain shower,Overcast
2020-08-22,23,25,24,91,85,88,25,31,30,1005,1004,1003,0.0,0.1,0.1,Light rain shower,Light rain shower,Patchy rain possible
2020-08-23,23,24,23,91,86,90,29,37,33,1004,1003,1003,0.2,0.3,0.6,Light rain shower,Light rain shower,Light rain shower
2020-08-24,22,24,24,89,81,87,30,35,32,1005,1005,1005,0.1,0.2,0.5,Light rain shower,Light rain shower,Light rain shower
2020-08-25,22,26,24,89,77,85,29,33,28,1007,1007,1006,0.1,0.1,0.3,Patchy rain possible,Light rain shower,Patchy rain possible
2020-08-26,22,26,24,88,75,84,21,28,27,1008,1008,1007,0.0,0.1,0.3,Partly cloudy,Light rain shower,Patchy rain possible
2020-08-27,22,26,24,89,75,85,18,28,26,1007,1006,1005,0.0,0.1,0.4,Patchy rain possible,Light rain shower,Patchy rain possible
2020-08-28,22,25,23,89,80,89,17,25,25,1005,1004,1004,0.0,0.0,0.3,Partly cloudy,Light rain shower,Patchy rain possible
2020-08-29,22,22,22,91,90,95,18,20,20,1005,1005,1004,0.0,0.1,3.2,Patchy rain possible,Light rain,Moderate rain
2020-08-30,21,23,22,93,86,89,23,31,28,1004,1004,1004,0.1,0.1,0.3,Light drizzle,Light rain shower,Patchy rain possible
2020-08-31,22,25,24,89,79,86,23,29,22,1006,1006,1006,0.1,0.2,0.2,Light rain shower,Light rain shower,Partly cloudy
2020-09-01,22,26,25,90,75,86,11,18,16,1009,1008,1007,0.0,0.1,0.7,Cloudy,Light rain shower,Partly cloudy
2020-09-02,22,27,25,88,69,86,6,12,15,1010,1008,1007,0.0,0.0,0.3,Partly cloudy,Light rain shower,Light rain shower
2020-09-03,23,29,26,83,62,81,3,4,13,1008,1007,1005,0.0,0.0,1.2,Cloudy,Patchy rain possible,Patchy rain possible
2020-09-04,24,29,28,80,60,74,4,8,13,1008,1006,1005,0.0,0.0,0.3,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-09-05,25,30,27,80,64,82,3,8,11,1007,1005,1004,0.0,0.2,4.1,Partly cloudy,Light rain shower,Moderate or heavy rain shower
2020-09-06,25,29,27,82,69,84,4,9,9,1006,1005,1004,0.2,0.5,5.1,Patchy rain possible,Moderate or heavy rain shower,Moderate or heavy rain shower
2020-09-07,25,28,26,77,72,88,2,11,14,1007,1006,1006,0.0,0.2,2.8,Partly cloudy,Moderate or heavy rain shower,Torrential rain shower
2020-09-08,24,28,26,85,72,88,7,11,13,1007,1006,1005,0.0,0.1,3.0,Partly cloudy,Light rain shower,Moderate or heavy rain shower
2020-09-09,24,29,27,84,65,81,5,7,9,1007,1005,1004,0.0,0.0,2.1,Partly cloudy,Cloudy,Moderate or heavy rain shower
2020-09-10,24,27,25,84,75,89,5,12,13,1005,1004,1002,0.0,0.8,0.5,Partly cloudy,Light rain shower,Light rain shower
2020-09-11,23,25,25,92,87,90,7,11,13,1004,1003,1002,0.8,1.2,2.6,Moderate or heavy rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower
2020-09-12,23,27,24,90,79,94,6,8,14,1005,1004,1003,0.0,1.1,10.6,Patchy rain possible,Torrential rain shower,Torrential rain shower
2020-09-14,22,25,24,93,83,91,17,22,20,1005,1005,1004,0.9,0.0,0.2,Patchy rain possible,Light rain shower,Light rain shower
2020-09-15,22,25,24,95,86,90,9,15,15,1006,1005,1004,1.2,0.0,0.0,Mist,Partly cloudy,Mist
2020-09-16,22,26,24,92,81,92,9,16,17,1006,1005,1004,1.4,0.6,2.8,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower
2020-09-17,22,26,24,93,83,92,10,16,17,1007,1006,1005,0.9,0.2,1.2,Light rain shower,Patchy rain possible,Light rain shower
2020-09-18,22,25,23,93,83,93,11,14,15,1007,1006,1005,0.4,0.3,1.4,Light rain shower,Light rain shower,Light rain shower
2020-09-19,22,25,23,93,83,95,8,13,12,1006,1005,1004,0.0,0.1,1.2,Patchy rain possible,Light rain shower,Light rain
2020-09-20,23,27,24,93,81,92,10,15,13,1004,1002,1002,0.1,0.2,3.3,Light rain shower,Light rain shower,Torrential rain shower
2020-09-21,24,28,26,91,83,89,10,19,15,1002,1001,1000,0.1,0.2,1.0,Partly cloudy,Light rain shower,Patchy rain possible
2020-09-22,24,27,24,91,83,94,13,17,11,1002,1001,1001,0.0,0.3,0.3,Partly cloudy,Moderate or heavy rain shower,Light rain shower
2020-09-23,24,26,24,90,83,93,11,16,11,1003,1003,1003,0.0,1.0,2.6,Patchy rain possible,Moderate or heavy rain shower,Mist
2020-09-24,23,27,24,92,81,92,15,20,16,1007,1006,1006,0.0,0.3,1.7,Overcast,Moderate or heavy rain shower,Mist
2020-09-25,23,26,24,92,82,93,14,22,18,1007,1006,1006,0.2,0.3,1.7,Overcast,Moderate or heavy rain shower,Light rain shower
2020-09-26,21,25,23,91,76,86,15,22,18,1007,1007,1006,0.0,0.0,0.0,Light rain shower,Patchy rain possible,Partly cloudy
2020-09-27,21,26,24,90,73,88,11,18,14,1009,1008,1007,0.0,0.0,0.1,Light rain shower,Patchy rain possible,Light rain shower
2020-09-28,22,26,24,83,65,85,6,9,11,1010,1008,1008,0.0,0.0,1.3,Partly cloudy,Light rain shower,Patchy rain possible
2020-09-29,21,27,23,83,67,88,7,11,13,1009,1008,1007,0.0,0.0,0.9,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-09-30,21,26,24,85,69,86,8,12,14,1008,1007,1006,0.0,0.0,0.4,Partly cloudy,Patchy rain possible,Light rain shower
2020-10-01,21,26,24,89,74,85,10,12,10,1009,1008,1007,0.0,0.2,1.7,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-10-02,22,27,24,87,68,87,9,12,13,1009,1008,1007,0.0,0.0,1.2,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-10-03,23,28,25,79,57,78,6,6,13,1008,1008,1007,0.0,0.0,0.4,Partly cloudy,Partly cloudy,Patchy rain possible
2020-10-04,24,29,25,77,61,80,7,11,13,1010,1008,1008,0.0,0.0,0.2,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-10-05,23,28,25,79,53,77,7,9,12,1010,1008,1007,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-06,24,29,25,71,46,80,5,9,14,1009,1008,1007,0.0,0.0,0.1,Sunny,Partly cloudy,Patchy rain possible
2020-10-07,23,28,25,76,50,75,7,12,15,1009,1008,1008,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-08,23,29,25,57,41,69,4,12,11,1009,1008,1007,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-09,24,30,26,52,43,59,4,12,8,1009,1008,1007,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-10,24,29,26,63,60,71,6,11,10,1008,1007,1006,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-11,25,28,25,53,50,68,6,13,10,1007,1005,1004,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-12,24,29,25,75,50,73,7,12,15,1006,1004,1003,0.0,0.0,0.0,Cloudy,Partly cloudy,Partly cloudy
2020-10-13,24,29,25,59,50,76,4,10,13,1004,1003,1002,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-14,23,27,25,74,75,86,9,16,13,1003,1001,1001,0.2,0.6,5.8,Patchy rain possible,Moderate or heavy rain shower,Torrential rain shower
2020-10-15,23,27,25,91,77,84,17,22,14,1003,1001,1000,0.6,0.2,0.9,Light rain shower,Light rain shower,Moderate or heavy rain shower
2020-10-16,23,27,25,93,79,89,16,19,8,1002,1001,1002,0.0,0.5,6.3,Patchy rain possible,Moderate or heavy rain shower,Light rain shower
2020-10-18,23,28,25,77,67,87,6,11,12,1008,1007,1007,0.0,0.0,0.1,Partly cloudy,Partly cloudy,Mist
2020-10-19,23,27,25,89,74,89,6,10,12,1009,1007,1007,0.0,0.2,0.9,Partly cloudy,Light rain shower,Light rain shower
2020-10-20,24,29,26,85,62,79,4,9,10,1007,1006,1006,0.0,0.0,0.3,Partly cloudy,Partly cloudy,Patchy rain possible
2020-10-21,25,28,25,80,67,85,3,7,7,1008,1007,1006,0.0,0.8,5.5,Partly cloudy,Moderate or heavy rain shower,Torrential rain shower
2020-10-22,25,29,26,80,62,80,4,9,11,1007,1006,1005,0.2,0.0,0.3,Partly cloudy,Partly cloudy,Patchy rain possible
2020-10-23,24,29,26,76,53,64,7,10,5,1007,1006,1006,0.0,0.0,0.0,Partly cloudy,Patchy rain possible,Partly cloudy
2020-10-24,24,29,26,69,52,69,4,8,5,1008,1008,1008,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Patchy rain possible
2020-10-25,23,27,25,76,67,76,7,14,7,1011,1010,1009,0.0,0.1,0.0,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-10-26,22,27,25,85,64,75,10,14,8,1012,1011,1011,0.0,0.1,0.4,Partly cloudy,Patchy rain possible,Patchy rain possible
2020-10-27,22,27,25,58,41,50,6,12,3,1012,1011,1010,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy
2020-10-28,22,26,25,53,38,51,3,11,3,1012,1011,1010,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-29,21,27,24,55,39,49,5,9,5,1012,1011,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-30,22,27,25,63,42,51,3,8,3,1013,1011,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-10-31,22,27,25,53,41,51,5,10,6,1013,1011,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-01,22,28,26,63,47,54,7,7,5,1013,1012,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-02,22,28,25,50,38,49,8,12,6,1014,1013,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-03,22,28,26,56,39,48,7,12,5,1014,1013,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-04,22,28,25,54,37,48,7,8,5,1014,1012,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-05,21,27,25,55,36,45,7,13,4,1014,1013,1013,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-06,20,27,24,50,34,43,10,17,7,1015,1015,1014,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy
2020-11-07,19,26,24,54,42,52,13,18,10,1016,1015,1014,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy
2020-11-08,19,26,25,65,45,52,10,13,6,1016,1015,1015,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-09,18,26,24,51,31,39,10,15,6,1015,1014,1013,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-11-10,19,26,23,49,31,38,9,16,8,1013,1012,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-11-11,17,25,22,48,29,39,13,21,9,1014,1013,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-11-12,18,26,24,47,29,35,12,17,7,1016,1014,1013,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-11-13,20,27,25,69,54,63,11,15,6,1015,1013,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-14,22,28,27,79,50,59,11,14,6,1013,1011,1010,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Patchy rain possible
2020-11-15,22,29,27,68,39,45,9,13,5,1012,1011,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-16,22,29,27,60,39,44,8,12,7,1013,1011,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-17,22,28,26,63,48,57,7,10,7,1012,1011,1010,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-18,24,30,27,61,37,47,7,12,8,1010,1010,1009,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-19,23,29,27,59,41,49,7,8,6,1012,1010,1010,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-21,23,29,25,49,36,47,4,11,13,1013,1012,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-22,21,28,25,55,37,46,9,11,10,1014,1013,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-23,21,29,27,61,40,48,8,8,8,1014,1012,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-24,22,28,26,54,39,44,8,14,6,1014,1012,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-25,20,27,25,53,29,34,10,16,6,1012,1011,1011,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear
2020-11-26,19,27,24,43,27,36,9,18,14,1013,1012,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-27,18,25,23,66,43,48,17,28,22,1016,1014,1014,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-28,18,26,24,75,44,52,22,26,13,1017,1015,1014,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-11-29,21,28,26,65,49,58,20,19,7,1015,1013,1013,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Patchy rain possible
2020-11-30,22,28,26,72,49,56,9,14,7,1014,1013,1013,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-12-01,22,29,27,69,40,44,6,12,10,1015,1013,1012,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy
2020-12-02,22,29,27,60,30,34,9,12,5,1014,1013,1011,0.0,0.0,0.0,Sunny,Partly cloudy,Clear
2020-12-03,20,28,26,47,27,33,9,13,7,1013,1012,1011,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-12-04,20,28,26,44,26,30,9,13,6,1012,1011,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-12-05,20,29,25,39,23,30,8,13,8,1012,1011,1010,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-12-06,19,28,24,41,23,29,10,18,10,1014,1013,1012,0.0,0.0,0.0,Sunny,Sunny,Clear
2020-12-07,19,28,24,43,23,30,10,19,9,1016,1015,1014,0.0,0.0,0.0,Sunny,Sunny,Clear
